"Calling_Number";"Calling_IMEI";"Date";"Heure";"Type";"Duration";"Called_Number";"Called_IMEI";"Forward_Number";"End Time"
"4RU93U3UR4R";;22/06/2017;21:19:43;"Incoming SMS";"00:00:00";"4RU8UU64IUU";"35384RI88R5889I";;
"4RU93U3UR4R";;22/06/2017;21:19:49;"Incoming SMS";"00:00:00";"4RU8UU64IUU";"35384RI88R5889I";;
"4RU8UU64IUU";"35384RI88R5889I";22/06/2017;21:21:13;"Outgoing SMS";"00:00:00";"4RU93U3UR4R";;;
"4RU8UU64IUU";"35384RI88R5889I";22/06/2017;21:21:38;"Outgoing SMS";"00:00:00";"4RU93U3UR4R";;;
"4RU8U338494";"355325I8658R48I";22/06/2017;21:27:28;"Outgoing Call";"00:01:21";"4RU889R29R9";;"4RU889R29R9";22.06.2017 21:28:49
"4RU8U338494";"355325I8658R48I";22/06/2017;21:29:27;"Outgoing Call";"00:00:13";"4RU8UU64IUU";;"4RU8UU64IUU";22.06.2017 21:29:40
"4RU8U338494";;22/06/2017;21:29:27;"Forward";"00:00:12";"4RU8UU64IUU";;"4RU8UU64IUU";
"4RU8U338494";;22/06/2017;21:29:27;"Incoming Call";"00:00:12";"4RU8UU64IUU";;;
"4RU8U338494";;22/06/2017;21:29:42;"Incoming SMS";"00:00:00";"4RU8UU64IUU";"35384RI88R5889I";;
"4RU8U338494";"355325I8658R48I";22/06/2017;21:29:54;"Outgoing Call";"00:00:39";"4RU8UU64IUU";;"4RU8UU64IUU";22.06.2017 21:30:33
"4RU8U338494";;22/06/2017;21:29:54;"Incoming Call";"00:00:37";"4RU8UU64IUU";;;
"4RU8U338494";;22/06/2017;21:29:54;"Incoming Call";"00:00:38";"4RU8UU64IUU";"35384RI88R5889I";;22.06.2017 21:30:32
"4RU8U338494";"355325I8658R48I9";22/06/2017;21:37:09;"Outgoing SMS";"00:00:00";"4RU8UU64IUU";;"4RU6598III3";
"4RU8U338494";;22/06/2017;21:37:10;"Incoming SMS";"00:00:00";"4RU8UU64IUU";"35384RI88R5889I";;
"4RU8U338494";"355325I8658R48I9";22/06/2017;21:37:32;"Outgoing SMS";"00:00:00";"4RU8UU64IUU";;"4RU6598III3";
"4RU8U338494";;22/06/2017;21:37:33;"Incoming SMS";"00:00:00";"4RU8UU64IUU";"35384RI88R5889I";;
"4RU8UU64IUU";"35384RI88R5889I";22/06/2017;21:37:48;"Outgoing SMS";"00:00:00";"4RU8U338494";;;
"4RU8UU64IUU";;22/06/2017;21:37:51;"Incoming SMS";"00:00:00";"4RU8U338494";"355325I8658R48I";"4RU893RII99";
"4RU93U3UR4R";;22/06/2017;21:46:26;"Incoming SMS";"00:00:00";"4RU8UU64IUU";"35384RI88R5889I";;
"4RU8UU64IUU";;22/06/2017;21:52:18;"Outgoing Call";"00:00:48";"4RU89R984U4";;;
"4RU8UU64IUU";"35384RI88R5889I";22/06/2017;21:52:18;"Outgoing Call";"00:00:48";"4RU89R984U4";;;22.06.2017 21:53:06
"IU95553344";;23/06/2017;00:59:47;"Incoming SMS";"00:00:00";"4RU8UU64IUU";"35384RI88R5889I";;
"4RU8UU64IUU";"35384RI88R5889I";23/06/2017;01:00:13;"Outgoing SMS";"00:00:00";"IU95553344";;;
"4RU8UU64IUU";"35384RI88R5889I";23/06/2017;01:02:54;"Outgoing SMS";"00:00:00";"IU95553344";;;
"4RU8U338494";"355325I8658R48I9";23/06/2017;07:09:03;"Outgoing SMS";"00:00:00";"4RU8UU64IUU";;"4RU6598III3";
"4RU8U338494";;23/06/2017;07:09:04;"Incoming SMS";"00:00:00";"4RU8UU64IUU";"35384RI88R5889I";;
"4RU8U338494";"355325I8658R48I9";23/06/2017;07:10:25;"Outgoing SMS";"00:00:00";"4RU9R239944";;"4RU6598III3";
"4RU8U338494";"355325I8658R48I9";23/06/2017;07:11:55;"Outgoing SMS";"00:00:00";"4RU9R239944";;"4RU6598III3";
"4RU8U338494";"355325I8658R48I9";23/06/2017;07:11:56;"Outgoing SMS";"00:00:00";"4RU9R239944";;"4RU6598III3";
"4RU8U338494";"355325I8658R48I9";23/06/2017;07:12:10;"Outgoing SMS";"00:00:00";"4RU9R239944";;"4RU6598III3";
"4RU8U338494";"355325I8658R48I9";23/06/2017;07:12:24;"Outgoing SMS";"00:00:00";"4RU9R239944";;"4RU6598III3";
"4RU8U338494";"355325I8658R48I9";23/06/2017;07:12:39;"Outgoing SMS";"00:00:00";"4RU9R239944";;"4RU6598III3";
"4RU8U338494";"355325I8658R48I9";23/06/2017;07:12:56;"Outgoing SMS";"00:00:00";"4RU9R239944";;"4RU6598III3";
"4RU8U338494";"355325I8658R48I9";23/06/2017;07:13:05;"Outgoing SMS";"00:00:00";"4RU9R239944";;"4RU6598III3";
"4RU8U338494";"355325I8658R48I9";23/06/2017;07:13:16;"Outgoing SMS";"00:00:00";"4RU9R239944";;"4RU6598III3";
"4RU8U338494";"355325I8658R48I9";23/06/2017;07:13:32;"Outgoing SMS";"00:00:00";"4RU9R239944";;"4RU6598III3";
"4RU8U338494";"355325I8658R48I9";23/06/2017;07:14:14;"Outgoing SMS";"00:00:00";"4RU9R239944";;"4RU6598III3";
"4RU8U338494";"355325I8658R48I9";23/06/2017;07:14:16;"Outgoing SMS";"00:00:00";"4RU9R239944";;"4RU6598III3";
"4RU8U338494";"355325I8658R48I9";23/06/2017;07:14:24;"Outgoing SMS";"00:00:00";"4RU9R239944";;"4RU6598III3";
"4RU8U338494";"355325I8658R48I9";23/06/2017;07:14:30;"Outgoing SMS";"00:00:00";"4RU9R239944";;"4RU6598III3";
"4RU8U338494";"355325I8658R48I9";23/06/2017;07:14:56;"Outgoing SMS";"00:00:00";"4RU9R239944";;"4RU6598III3";
"4RU8U338494";"355325I8658R48I";23/06/2017;08:42:17;"Outgoing Call";"00:00:15";"4RU8UU64IUU";;"4RU8UU64IUU";23.06.2017 08:42:32
"4RU8U338494";;23/06/2017;08:42:17;"Incoming Call";"00:00:15";"4RU8UU64IUU";"35384RI88R5889I";;23.06.2017 08:42:32
"4RU8U338494";"355325I8658R48I";23/06/2017;09:17:37;"Outgoing Call";"00:02:37";"4RU8UU64IUU";;"4RU8UU64IUU";23.06.2017 09:20:14
"4RU8U338494";;23/06/2017;09:17:37;"Incoming Call";"00:02:36";"4RU8UU64IUU";;;
"4RU8U338494";;23/06/2017;09:17:37;"Incoming Call";"00:02:36";"4RU8UU64IUU";"35384RI88R5889I";;23.06.2017 09:20:13
"4RU8UU64IUU";"35384RI88R5889I";23/06/2017;09:45:00;"Outgoing Call";"00:00:15";"4RUU9U55R43";;;23.06.2017 09:45:15
"4RU8UU64IUU";"35384RI88R5889I";23/06/2017;11:32:51;"Outgoing SMS";"00:00:00";"4RU89IIII66";;;
"4RU8UU64IUU";"35384RI88R5889I";23/06/2017;11:33:02;"Outgoing SMS";"00:00:00";"4RU89IIII66";;;
"4RU89IIII66";;23/06/2017;11:57:21;"Forward";"00:00:03";"4RU8UU64IUU";;"4RU8UU64IUU";
"4RU8UU64IUU";"35384RI88R5889I";23/06/2017;12:15:56;"Outgoing Call";"00:02:05";"4RU89IIII66";;;23.06.2017 12:18:01
"4RU8UU64IUU";"35384RI88R5889I";23/06/2017;12:28:46;"Outgoing Call";"00:05:58";"4RUU9U55R43";;;23.06.2017 12:34:44
"4RU889R29R9";;23/06/2017;12:29:57;"Incoming Call";"00:07:54";"4RU8U338494";"355325I8658R48I";"4RU8U338494";23.06.2017 12:37:51
"4RU8U338494";"355325I8658R48I";23/06/2017;12:48:34;"Outgoing Call";"00:00:28";"4R2R588I938";;"4R2R588I938";23.06.2017 12:49:02
"4RU8UU64IUU";;23/06/2017;13:49:04;"Outgoing Call";"00:00:12";"4RU8695R958";;;
"4RU8UU64IUU";"35384RI88R5889I";23/06/2017;13:49:04;"Outgoing Call";"00:00:11";"4RU8695R958";;;23.06.2017 13:49:15
"4RU8695R958";;23/06/2017;13:49:27;"Incoming Call";"00:00:30";"4RU8UU64IUU";;;
"4RU8695R958";;23/06/2017;13:49:27;"Incoming Call";"00:00:30";"4RU8UU64IUU";"35384RI88R5889I";;23.06.2017 13:49:57
"4RU8623UR25";;23/06/2017;14:01:52;"Incoming Call";"00:00:31";"4RU8UU64IUU";;;
"4RU8623UR25";;23/06/2017;14:01:52;"Incoming Call";"00:00:31";"4RU8UU64IUU";"35384RI88R5889I";;23.06.2017 14:02:23
"4RU8UU64IUU";"35384RI88R5889I";23/06/2017;14:17:54;"Outgoing Call";"00:06:18";"4RUU9U55R43";;;23.06.2017 14:24:12
"4RU8UU64IUU";"35384RI88R5889I";23/06/2017;14:44:26;"Outgoing Call";"00:00:59";"4RUU9U55R43";;;23.06.2017 14:45:25
"4RU8UU64IUU";;23/06/2017;14:45:48;"Incoming Call";"00:04:36";"4RU8U338494";"355325I8658R48I";"4RU8U338494";23.06.2017 14:50:24
"4RU8UU64IUU";"35384RI88R5889I";23/06/2017;14:45:49;"Outgoing Call";"00:04:34";"4RU8U338494";;;23.06.2017 14:50:23
"4RU8UU64IUU";"35384RI88R5889I";23/06/2017;14:53:09;"Outgoing Call";"00:01:03";"4RUU9U55R43";;;23.06.2017 14:54:12
"4RU8UU64IUU";;23/06/2017;15:44:36;"Outgoing Call";"00:01:44";"4RU8623UR25";;;
"4RU8UU64IUU";"35384RI88R5889I";23/06/2017;15:44:36;"Outgoing Call";"00:01:43";"4RU8623UR25";;;23.06.2017 15:46:19
"4RU99535R88";;23/06/2017;16:09:14;"Incoming Call";"00:02:52";"4RU8UU64IUU";"35384RI88R5889I";;23.06.2017 16:12:06
"4RU8U338494";"355325I8658R48I";23/06/2017;16:09:34;"Outgoing Call";"00:00:08";"4RU8UU64IUU";;"4RU8UU64IUU";23.06.2017 16:09:42
"4RU8U338494";;23/06/2017;16:09:34;"Forward";"00:00:07";"4RU8UU64IUU";;"4RU8UU64IUU";
"4RU8U338494";"355325I8658R48I9";23/06/2017;16:10:51;"Outgoing SMS";"00:00:00";"4RU8UU64IUU";;"4RU6598III3";
"4RU8U338494";;23/06/2017;16:10:52;"Incoming SMS";"00:00:00";"4RU8UU64IUU";"35384RI88R5889I";;
"4RU8U338494";"355325I8658R48I9";23/06/2017;16:11:11;"Outgoing SMS";"00:00:00";"4RU8UU64IUU";;"4RU6598III3";
"4RU8U338494";;23/06/2017;16:11:12;"Incoming SMS";"00:00:00";"4RU8UU64IUU";"35384RI88R5889I";;
"4RU8UU64IUU";;23/06/2017;16:12:31;"Incoming Call";"00:00:52";"4RU8U338494";"355325I8658R48I";"4RU8U338494";23.06.2017 16:13:23
"4RU8UU64IUU";"35384RI88R5889I";23/06/2017;16:12:32;"Outgoing Call";"00:00:51";"4RU8U338494";;;23.06.2017 16:13:23
"4RU8U338494";;23/06/2017;16:14:13;"Incoming SMS";"00:00:00";"4RU8UU64IUU";"35384RI88R5889I";;
"4RU8UU64IUU";"35384RI88R5889I";23/06/2017;16:15:02;"Outgoing Call";"00:00:08";"4RUU9U55R43";;;23.06.2017 16:15:10
"4RU8UU64IUU";"35384RI88R5889I";23/06/2017;16:15:23;"Outgoing Call";"00:00:15";"4RUU9U55R43";;;23.06.2017 16:15:38
"4RU8UU64IUU";;23/06/2017;16:20:06;"Incoming Call";"00:00:07";"4RU8U338494";"355325I8658R48I";"4RU8U338494";23.06.2017 16:20:13
"4RU8UU64IUU";"35384RI88R5889I";23/06/2017;16:20:06;"Outgoing Call";"00:00:05";"4RU8U338494";;;23.06.2017 16:20:11
"4RU8UU64IUU";;23/06/2017;16:21:20;"Incoming Call";"00:00:26";"4RU8U338494";"355325I8658R48I";"4RU8U338494";23.06.2017 16:21:46
"4RU8UU64IUU";"35384RI88R5889I";23/06/2017;16:21:20;"Outgoing Call";"00:00:25";"4RU8U338494";;;23.06.2017 16:21:45
"4RU8UU64IUU";;23/06/2017;16:30:44;"Incoming Call";"00:02:25";"4RU8U338494";"355325I8658R48I";"4RU8U338494";23.06.2017 16:33:09
"4RU8UU64IUU";"35384RI88R5889I";23/06/2017;16:30:44;"Outgoing Call";"00:02:23";"4RU8U338494";;;23.06.2017 16:33:07
"4RU8U338494";"355325I8658R48I9";23/06/2017;16:36:13;"Outgoing SMS";"00:00:00";"4RU8UU64IUU";;"4RU6598III3";
"4RU8U338494";;23/06/2017;16:36:14;"Incoming SMS";"00:00:00";"4RU8UU64IUU";"35384RI88R5889I";;
"4RU8UU64IUU";"35384RI88R5889I";23/06/2017;16:44:33;"Outgoing Call";"00:01:23";"4RU64I8I242";;;23.06.2017 16:45:56
"4RU8UU64IUU";;23/06/2017;16:47:06;"Forward";"00:00:03";"4RU8U338494";"355325I8658R48I";"4RU8U338494";
"4RU8UU64IUU";;23/06/2017;16:47:06;"Incoming Call";"00:00:03";"4RU8U338494";"355325I8658R48I";"4RU8U338494";23.06.2017 16:47:09
"4RU8UU64IUU";"35384RI88R5889I";23/06/2017;16:47:07;"Outgoing Call";"00:00:01";"4RU8U338494";;;23.06.2017 16:47:08
"4RU8U338494";"355325I8658R48I";23/06/2017;16:49:10;"Outgoing Call";"00:04:47";"4RU8UU64IUU";;"4RU8UU64IUU";23.06.2017 16:53:57
"4RU8U338494";;23/06/2017;16:49:10;"Incoming Call";"00:04:46";"4RU8UU64IUU";;;
"4RU8U338494";;23/06/2017;16:49:10;"Incoming Call";"00:04:46";"4RU8UU64IUU";"35384RI88R5889I";;23.06.2017 16:53:56
"4RU8U338494";"355325I8658R48I";23/06/2017;17:19:33;"Outgoing Call";"00:00:52";"4RU8695R958";;"4RU8695R958";23.06.2017 17:20:25
"4RU8UU64IUU";"35384RI88R5889I";23/06/2017;18:14:54;"Outgoing SMS";"00:00:00";"4RU8623UR25";;;
"4RU8UU64IUU";;23/06/2017;18:19:55;"Outgoing Call";"00:03:58";"4RU64R48IR5";;;
"4RU8UU64IUU";"35384RI88R5889I";23/06/2017;18:19:56;"Outgoing Call";"00:03:58";"4RU64R48IR5";;;23.06.2017 18:23:54
"4RU8623UR25";;23/06/2017;19:33:15;"Incoming SMS";"00:00:00";"4RU8UU64IUU";"35384RI88R5889I";;
"4RU8UU64IUU";"35384RI88R5889I";23/06/2017;19:33:29;"Outgoing SMS";"00:00:00";"4RU8623UR25";;;
"4RU64R48IR5";;23/06/2017;19:53:16;"Incoming Call";"00:00:58";"4RU8UU64IUU";;;
"4RU64R48IR5";;23/06/2017;19:53:16;"Incoming Call";"00:00:58";"4RU8UU64IUU";"35384RI88R5889I";;23.06.2017 19:54:14
"4RU8U338494";"355325I8658R48I";23/06/2017;20:02:19;"Outgoing Call";"00:00:04";"4RU889R29R9";;"4RU889R29R9";23.06.2017 20:02:23
"4RU8U338494";"355325I8658R48I";23/06/2017;20:04:06;"Outgoing Call";"00:00:05";"4RU889R29R9";;"4RU889R29R9";23.06.2017 20:04:11
"4RU8U338494";"355325I8658R48I";23/06/2017;20:09:09;"Outgoing Call";"00:01:31";"4RU889R29R9";;"4RU889R29R9";23.06.2017 20:10:40
"4RU8623UR25";;23/06/2017;20:25:26;"Incoming Call";"00:00:44";"4RU8UU64IUU";;;
"4RU8623UR25";;23/06/2017;20:25:27;"Incoming Call";"00:00:44";"4RU8UU64IUU";"35384RI88R5889I";;23.06.2017 20:26:11
"4RU64R48IR5";;23/06/2017;20:26:41;"Incoming Call";"00:00:57";"4RU8UU64IUU";;;
"4RU64R48IR5";;23/06/2017;20:26:41;"Incoming Call";"00:00:57";"4RU8UU64IUU";"35384RI88R5889I";;23.06.2017 20:27:38
"4RU8UU64IUU";"35384RI88R5889I";23/06/2017;20:37:40;"Outgoing SMS";"00:00:00";"4RU64R48IR5";;;
"4RU64R48IR5";;23/06/2017;20:48:50;"Incoming SMS";"00:00:00";"4RU8UU64IUU";"35384RI88R5889I";;
"4RU8UU64IUU";;23/06/2017;21:31:29;"Outgoing Call";"00:00:07";"4RU64R48IR5";;;
"4RU8UU64IUU";"35384RI88R5889I";23/06/2017;21:31:29;"Outgoing Call";"00:00:06";"4RU64R48IR5";;;23.06.2017 21:31:35
"4RU8UU64IUU";;23/06/2017;21:34:23;"Outgoing Call";"00:00:29";"4RU64R48IR5";;;
"4RU8UU64IUU";"35384RI88R5889I";23/06/2017;21:34:24;"Outgoing Call";"00:00:29";"4RU64R48IR5";;;23.06.2017 21:34:53
"4RU64R48IR5";;23/06/2017;21:35:40;"Incoming Call";"00:00:11";"4RU8UU64IUU";;;
"4RU64R48IR5";;23/06/2017;21:35:40;"Incoming Call";"00:00:11";"4RU8UU64IUU";"35384RI88R5889I";;23.06.2017 21:35:51
"4RU64R48IR5";;23/06/2017;21:43:43;"Incoming SMS";"00:00:00";"4RU8UU64IUU";"35384RI88R5889I";;
"4RU8UU64IUU";"35384RI88R5889I";23/06/2017;21:44:11;"Outgoing SMS";"00:00:00";"4RU64R48IR5";;;
"4RU8UU64IUU";;23/06/2017;21:45:29;"Outgoing Call";"00:00:41";"4RU8623UR25";;;
"4RU8UU64IUU";"35384RI88R5889I";23/06/2017;21:45:29;"Outgoing Call";"00:00:41";"4RU8623UR25";;;23.06.2017 21:46:10
"4RU9RUI6R48";;23/06/2017;22:30:34;"Incoming Call";"00:01:04";"4RU8UU64IUU";;;
"4RU9RUI6R48";;23/06/2017;22:30:34;"Incoming Call";"00:01:04";"4RU8UU64IUU";"35384RI88R5889I";;23.06.2017 22:31:38
"4RU9RUI6R48";;23/06/2017;22:33:06;"Incoming Call";"00:00:39";"4RU8UU64IUU";"35384RI88R5889I";;23.06.2017 22:33:45
"4RU8UU64IUU";;23/06/2017;22:58:23;"Outgoing Call";"00:00:18";"4RU8623UR25";;;
"4RU8UU64IUU";"35384RI88R5889I";23/06/2017;22:58:23;"Outgoing Call";"00:00:18";"4RU8623UR25";;;23.06.2017 22:58:41
"4RU8U338494";"355325I8658R48I";23/06/2017;23:05:27;"Outgoing Call";"00:00:03";"4RU9R239944";;"4RU9R239944";23.06.2017 23:05:30
"4RU9R239944";;23/06/2017;23:05:41;"Forward";"00:00:06";"4RU8U338494";"355325I8658R48I";"4RU8U338494";
"4RU9R239944";;23/06/2017;23:05:41;"Incoming Call";"00:00:06";"4RU8U338494";"355325I8658R48I";"4RU8U338494";23.06.2017 23:05:47
"4RU8UU64IUU";"35384RI88R5889I";24/06/2017;10:14:32;"Outgoing Call";"00:00:41";"4R8II8IIR2I";;;24.06.2017 10:15:13
"4RU8623UR25";;24/06/2017;10:37:36;"Incoming Call";"00:06:09";"4RU8UU64IUU";;;
"4RU8623UR25";;24/06/2017;10:37:36;"Incoming Call";"00:06:09";"4RU8UU64IUU";"35384RI88R5889I";;
"4RU8UU64IUU";;24/06/2017;10:45:50;"Outgoing Call";"00:04:06";"4RU8623UR25";;;
"4RU8UU64IUU";"35384RI88R5889I";24/06/2017;10:45:50;"Outgoing Call";"00:04:06";"4RU8623UR25";;;24.06.2017 10:49:56
"4RU8UU64IUU";"35384RI88R5889I";24/06/2017;11:56:08;"Outgoing Call";"00:00:38";"4R8II8IIR2I";;;
"4RU8UU64IUU";"35384RI88R5889I";24/06/2017;11:57:50;"Outgoing Call";"00:00:32";"4R8II8IIR2I";;;24.06.2017 11:58:22
"4RU8UU64IUU";"35384RI88R5889I";24/06/2017;11:59:24;"Outgoing Call";"00:01:06";"4R8II8IIR2I";;;24.06.2017 12:00:30
"4RU8UU64IUU";;24/06/2017;12:02:19;"Outgoing Call";"00:00:19";"4RU8623UR25";;;
"4RU8UU64IUU";"35384RI88R5889I";24/06/2017;12:02:20;"Outgoing Call";"00:00:18";"4RU8623UR25";;;24.06.2017 12:02:38
"4RU8UU64IUU";;24/06/2017;12:40:15;"Outgoing Call";"00:00:29";"4RU8623UR25";;;
"4RU8UU64IUU";"35384RI88R5889I";24/06/2017;12:40:15;"Outgoing Call";"00:00:29";"4RU8623UR25";;;24.06.2017 12:40:44
"4RU8UU64IUU";;24/06/2017;13:00:54;"Incoming Call";"00:06:49";"4RU8U338494";"355325I8658R48I";"4RU8U338494";24.06.2017 13:07:43
"4RU8UU64IUU";"35384RI88R5889I";24/06/2017;13:00:55;"Outgoing Call";"00:06:47";"4RU8U338494";;;24.06.2017 13:07:42
"4RU8UU64IUU";;24/06/2017;13:08:04;"Outgoing Call";"00:00:20";"4RU8623UR25";;;
"4RU8UU64IUU";"35384RI88R5889I";24/06/2017;13:08:04;"Outgoing Call";"00:00:20";"4RU8623UR25";;;24.06.2017 13:08:24
"4RU8UU64IUU";;24/06/2017;15:35:30;"Outgoing Call";"00:00:09";"4RU8623UR25";;;
"4RU8UU64IUU";"35384RI88R5889I";24/06/2017;15:35:30;"Outgoing Call";"00:00:09";"4RU8623UR25";;;24.06.2017 15:35:39
"4RU8U338494";"355325I8658R48I";24/06/2017;15:45:01;"Outgoing Call";"00:02:23";"4RU8UU64IUU";;"4RU8UU64IUU";24.06.2017 15:47:24
"4RU8U338494";;24/06/2017;15:45:01;"Incoming Call";"00:02:22";"4RU8UU64IUU";"35384RI88R5889I";;24.06.2017 15:47:23
"4RU889R29R9";;24/06/2017;15:55:28;"Incoming Call";"00:00:07";"4RU8U338494";"355325I8658R48I";"4RU8U338494";24.06.2017 15:55:35
"4RU889R29R9";;24/06/2017;15:55:29;"Forward";"00:00:07";"4RU8U338494";"355325I8658R48I";"4RU8U338494";
"4RU8UU64IUU";"35384RI88R5889I";24/06/2017;16:09:18;"Outgoing Call";"00:04:04";"4RUU9U55R43";;;24.06.2017 16:13:22
"4RU8UU64IUU";;24/06/2017;16:42:22;"Incoming Call";"00:01:13";"4RU8U338494";"355325I8658R48I";"4RU8U338494";24.06.2017 16:43:35
"4RU8UU64IUU";"35384RI88R5889I";24/06/2017;16:42:23;"Outgoing Call";"00:01:12";"4RU8U338494";;;24.06.2017 16:43:35
"4RU8U338494";"355325I8658R48I";24/06/2017;18:13:20;"Outgoing Call";"00:00:52";"4RU889R29R9";;"4RU889R29R9";24.06.2017 18:14:12
"4RU64R48IR5";;24/06/2017;18:18:53;"Forward";"00:00:01";"4RU8UU64IUU";;"4RU8UU64IUU";
"4RU64R48IR5";;24/06/2017;18:18:53;"Incoming Call";"00:00:01";"4RU8UU64IUU";;;
"4RU8U338494";"355325I8658R48I";24/06/2017;18:22:48;"Outgoing Call";"00:00:06";"4RU889R29R9";;"4RU889R29R9";24.06.2017 18:22:54
"4RU8UU64IUU";;24/06/2017;18:55:28;"Outgoing Call";"00:00:11";"4RU64R48IR5";;;
"4RU8UU64IUU";"35384RI88R5889I";24/06/2017;18:55:28;"Outgoing Call";"00:00:11";"4RU64R48IR5";;;24.06.2017 18:55:39
"4RUU42I5U44";;24/06/2017;19:23:53;"Incoming Call";"00:01:04";"4RU8U338494";"355325I8658R48I";"4RU8U338494";24.06.2017 19:24:57
"4RU64R48IR5";;24/06/2017;20:31:08;"Incoming Call";"00:01:50";"4RU8UU64IUU";;;
"4RU64R48IR5";;24/06/2017;20:31:08;"Incoming Call";"00:01:50";"4RU8UU64IUU";"35384RI88R5889I";;24.06.2017 20:32:58
"4RU8623UR25";;24/06/2017;20:51:45;"Incoming Call";"00:00:50";"4RU8UU64IUU";;;
"4RU8623UR25";;24/06/2017;20:51:45;"Incoming Call";"00:00:50";"4RU8UU64IUU";"35384RI88R5889I";;24.06.2017 20:52:35
"4RU8623UR25";;24/06/2017;20:52:50;"Incoming Call";"00:00:03";"4RU8UU64IUU";;;
"4RU8623UR25";;24/06/2017;20:52:50;"Incoming Call";"00:00:03";"4RU8UU64IUU";"35384RI88R5889I";;24.06.2017 20:52:53
"4RU8UU64IUU";;24/06/2017;21:00:01;"Outgoing Call";"00:00:58";"4RU8623UR25";;;
"4RU8UU64IUU";"35384RI88R5889I";24/06/2017;21:00:01;"Outgoing Call";"00:00:58";"4RU8623UR25";;;24.06.2017 21:00:59
"4RU8UU64IUU";;24/06/2017;21:43:05;"Outgoing Call";"00:00:23";"4RU64R48IR5";;;
"4RU8UU64IUU";"35384RI88R5889I";24/06/2017;21:43:05;"Outgoing Call";"00:00:22";"4RU64R48IR5";;;24.06.2017 21:43:27
"4RU64R48IR5";;24/06/2017;21:43:53;"Incoming SMS";"00:00:00";"4RU8UU64IUU";"35384RI88R5889I";;
"4RU8UU64IUU";"35384RI88R5889I";24/06/2017;21:44:07;"Outgoing SMS";"00:00:00";"4RU64R48IR5";;;
"4RU8UU64IUU";;24/06/2017;22:10:57;"Outgoing Call";"00:01:37";"4RU64R48IR5";;;
"4RU8UU64IUU";"35384RI88R5889I";24/06/2017;22:10:57;"Outgoing Call";"00:01:37";"4RU64R48IR5";;;24.06.2017 22:12:34
"4RU8UU64IUU";"35384RI88R5889I";24/06/2017;22:25:54;"Outgoing Call";"00:07:14";"4RUU9U55R43";;;24.06.2017 22:33:08
"4RU8UU64IUU";;24/06/2017;22:33:38;"Outgoing Call";"00:01:55";"4RU64R48IR5";;;
"4RU8UU64IUU";"35384RI88R5889I";24/06/2017;22:33:38;"Outgoing Call";"00:01:55";"4RU64R48IR5";;;24.06.2017 22:35:33
"4RU8UU64IUU";"35384RI88R5889I";24/06/2017;22:41:40;"Outgoing Call";"00:05:15";"4RUU9U55R43";;;24.06.2017 22:46:55
"4RU8U338494";"355325I8658R48I9";24/06/2017;22:55:13;"Outgoing SMS";"00:00:00";"4RU8UU64IUU";;"4RU6598III6";
"4RU8U338494";;24/06/2017;22:55:14;"Incoming SMS";"00:00:00";"4RU8UU64IUU";"35384RI88R5889I";;
"4RU8UU64IUU";"35384RI88R5889I";24/06/2017;22:58:12;"Outgoing SMS";"00:00:00";"4RU8U338494";;;
"4RU8UU64IUU";;24/06/2017;22:58:15;"Incoming SMS";"00:00:00";"4RU8U338494";"355325I8658R48I";"4RU893RII99";
"4RU8UU64IUU";"35384RI88R5889I";24/06/2017;23:03:19;"Outgoing SMS";"00:00:00";"4RU8U338494";;;
"4RU8UU64IUU";;24/06/2017;23:03:22;"Incoming SMS";"00:00:00";"4RU8U338494";"355325I8658R48I";"4RU893RII99";
"4RU8U338494";"355325I8658R48I9";24/06/2017;23:06:15;"Outgoing SMS";"00:00:00";"4RU8UU64IUU";;"4RU6598III6";
"4RU8U338494";;24/06/2017;23:06:16;"Incoming SMS";"00:00:00";"4RU8UU64IUU";"35384RI88R5889I";;
"4RU8UU64IUU";"35384RI88R5889I";24/06/2017;23:06:56;"Outgoing SMS";"00:00:00";"4RU8U338494";;;
"4RU8UU64IUU";;24/06/2017;23:06:59;"Incoming SMS";"00:00:00";"4RU8U338494";"355325I8658R48I";"4RU893RII99";
"4RU8U338494";"355325I8658R48I9";24/06/2017;23:08:24;"Outgoing SMS";"00:00:00";"4RU8UU64IUU";;"4RU6598III6";
"4RU8U338494";;24/06/2017;23:08:26;"Incoming SMS";"00:00:00";"4RU8UU64IUU";"35384RI88R5889I";;
"4RU8UU64IUU";"35384RI88R5889I";24/06/2017;23:08:32;"Outgoing SMS";"00:00:00";"4RU8U338494";;;
"4RU8UU64IUU";;24/06/2017;23:08:35;"Incoming SMS";"00:00:00";"4RU8U338494";"355325I8658R48I";"4RU893RII99";
"4RU8U338494";"355325I8658R48I9";24/06/2017;23:08:53;"Outgoing SMS";"00:00:00";"4RU8UU64IUU";;"4RU6598III6";
"4RU8U338494";;24/06/2017;23:08:55;"Incoming SMS";"00:00:00";"4RU8UU64IUU";"35384RI88R5889I";;
"4RU8UU64IUU";"35384RI88R5889I";24/06/2017;23:09:21;"Outgoing SMS";"00:00:00";"4RU8U338494";;;
"4RU8UU64IUU";;24/06/2017;23:09:25;"Incoming SMS";"00:00:00";"4RU8U338494";"355325I8658R48I";"4RU893RII99";
"4RU8UU64IUU";"35384RI88R5889I";24/06/2017;23:09:42;"Outgoing SMS";"00:00:00";"4RU8U338494";;;
